path	50%_tile	95%_tile	100%_tile	mean
../data/fairface/fairface-img-margin125-trainval/train/57.jpg	0.6734385	1.9575914999999984	3.39396	0.736695797225
../data/fairface/fairface-img-margin125-trainval/train/87.jpg	0.692672	2.4222319999999997	3.08112	0.8096135092250001
../data/fairface/fairface-img-margin125-trainval/train/95.jpg	1.791175	3.838042499999995	5.55221	1.9352234830750001
../data/fairface/fairface-img-margin125-trainval/train/106.jpg	0.269485	3.815017499999998	5.74216	0.7877020125625
../data/fairface/fairface-img-margin125-trainval/train/182.jpg	0.6657255	2.7383774999999986	4.33739	0.9158151399500001
../data/fairface/fairface-img-margin125-trainval/train/195.jpg	-0.0663652	1.1764329999999994	2.53406	0.14618732596500003
../data/fairface/fairface-img-margin125-trainval/train/202.jpg	1.02805	3.1795764999999996	4.35935	1.105407960225
../data/fairface/fairface-img-margin125-trainval/train/260.jpg	0.49183350000000003	1.4870244999999993	1.89818	0.5207215064675
../data/fairface/fairface-img-margin125-trainval/train/267.jpg	0.4002985	2.790613	4.29609	0.7171130589975
../data/fairface/fairface-img-margin125-trainval/train/274.jpg	1.089755	2.1974104999999975	3.04777	1.0311470064950001
../data/fairface/fairface-img-margin125-trainval/train/313.jpg	0.8065505	1.9871849999999982	2.64215	0.7596538266
../data/fairface/fairface-img-margin125-trainval/train/314.jpg	0.38928050000000003	1.6837674999999988	3.70859	0.5318437781400001
../data/fairface/fairface-img-margin125-trainval/train/370.jpg	0.8851285	2.5257905	3.61703	0.797473198575
../data/fairface/fairface-img-margin125-trainval/train/400.jpg	0.4916025	3.2268414999999973	4.88434	0.7941150599825
../data/fairface/fairface-img-margin125-trainval/train/457.jpg	0.7598965	3.7032064999999927	5.19267	1.0952756048947498
../data/fairface/fairface-img-margin125-trainval/train/492.jpg	1.562745	4.055149999999999	5.46391	1.64127196515
../data/fairface/fairface-img-margin125-trainval/train/525.jpg	-0.1267575	0.8707409499999998	1.20556	-0.045878963575000015
../data/fairface/fairface-img-margin125-trainval/train/527.jpg	-0.27738799999999997	2.446256499999998	3.6284	0.129463050225
../data/fairface/fairface-img-margin125-trainval/train/540.jpg	0.5784784999999999	2.8388749999999985	4.543	0.850083313575
../data/fairface/fairface-img-margin125-trainval/train/565.jpg	-0.0468694	2.559773	4.13724	0.4480759871424999
../data/fairface/fairface-img-margin125-trainval/train/572.jpg	0.301637	1.802398499999999	3.37437	0.4691703099999999
../data/fairface/fairface-img-margin125-trainval/train/605.jpg	0.895554	2.7397789999999995	3.27471	1.0141131915
../data/fairface/fairface-img-margin125-trainval/train/609.jpg	1.066155	3.443916499999999	4.95782	1.23583765225
../data/fairface/fairface-img-margin125-trainval/train/702.jpg	0.934194	2.6385415	3.18362	1.07400601625
../data/fairface/fairface-img-margin125-trainval/train/762.jpg	0.3336675	2.0968615	3.60913	0.577638036725
../data/fairface/fairface-img-margin125-trainval/train/776.jpg	0.7133235	3.0518069999999997	4.08622	0.958476447175
../data/fairface/fairface-img-margin125-trainval/train/777.jpg	0.6204274999999999	2.3521945	4.24441	0.7812332223749999
../data/fairface/fairface-img-margin125-trainval/train/780.jpg	0.029147149999999997	2.6656159999999995	3.86599	0.47487532637999996
../data/fairface/fairface-img-margin125-trainval/train/790.jpg	1.50291	3.6299604999999975	6.14272	1.6175939765925
../data/fairface/fairface-img-margin125-trainval/train/821.jpg	-0.1781265	2.224927499999999	4.09006	0.13749391600000002
../data/fairface/fairface-img-margin125-trainval/train/828.jpg	0.837027	2.9611339999999986	4.05187	1.0237639927500002
../data/fairface/fairface-img-margin125-trainval/train/841.jpg	0.7990505	2.362574	3.7019	0.899727763125
../data/fairface/fairface-img-margin125-trainval/train/851.jpg	1.30129	2.913103499999999	3.7502	1.3767483472499997
../data/fairface/fairface-img-margin125-trainval/train/911.jpg	0.35542399999999996	2.376327499999999	3.10247	0.6905725513249998
../data/fairface/fairface-img-margin125-trainval/train/923.jpg	0.447296	2.544533999999995	3.60957	0.7014850876675
../data/fairface/fairface-img-margin125-trainval/train/960.jpg	1.05593	3.2643674999999996	4.46719	1.2387013174000001
../data/fairface/fairface-img-margin125-trainval/train/982.jpg	0.35310949999999997	2.0789269999999993	3.29615	0.6110634044
../data/fairface/fairface-img-margin125-trainval/train/987.jpg	0.578642	3.8449104999999975	5.26828	1.067999073625
../data/fairface/fairface-img-margin125-trainval/train/994.jpg	-0.05187255	2.492096999999995	4.0336	0.35361471512500003
../data/fairface/fairface-img-margin125-trainval/train/1001.jpg	1.17822	2.67137	3.41268	1.2357107569999999
../data/fairface/fairface-img-margin125-trainval/train/1025.jpg	0.00797617	3.4135779999999984	4.90326	0.72821880454
../data/fairface/fairface-img-margin125-trainval/train/1029.jpg	0.984699	2.184698499999999	3.66677	1.01450309844
../data/fairface/fairface-img-margin125-trainval/train/1081.jpg	0.253065	1.7789854999999997	2.88978	0.42853460055
../data/fairface/fairface-img-margin125-trainval/train/1129.jpg	0.3288525	3.8927579999999984	5.49772	0.7735766417175001
../data/fairface/fairface-img-margin125-trainval/train/1166.jpg	0.606907	2.724826999999999	3.55472	0.7346220809499999
../data/fairface/fairface-img-margin125-trainval/train/1247.jpg	0.843702	2.4306069999999993	3.46774	0.914828029425
../data/fairface/fairface-img-margin125-trainval/train/1286.jpg	1.108345	2.1891919999999985	2.89464	1.0705105668250001
../data/fairface/fairface-img-margin125-trainval/train/1290.jpg	0.2361875	3.828996999999999	5.19806	0.790725275975
../data/fairface/fairface-img-margin125-trainval/train/1300.jpg	0.9394815	2.8959914999999987	4.60514	0.88028190575
../data/fairface/fairface-img-margin125-trainval/train/1329.jpg	1.17624	2.5697324999999998	3.98179	1.19461889015
../data/fairface/fairface-img-margin125-trainval/train/1373.jpg	0.884566	2.997465999999999	5.02734	1.096588501215
../data/fairface/fairface-img-margin125-trainval/train/1404.jpg	1.47416	2.710460499999998	3.72169	1.4217983193250001
../data/fairface/fairface-img-margin125-trainval/train/1423.jpg	0.4616095	3.2380104999999952	5.06488	0.86605331609
../data/fairface/fairface-img-margin125-trainval/train/1467.jpg	0.960904	2.8619049999999997	3.79684	1.0718561127975001
../data/fairface/fairface-img-margin125-trainval/train/1476.jpg	1.41278	3.625821999999999	4.83725	1.54776721395
../data/fairface/fairface-img-margin125-trainval/train/1487.jpg	0.43270600000000004	2.765218499999998	3.77357	0.65514701695
../data/fairface/fairface-img-margin125-trainval/train/1488.jpg	0.8928255	2.1180369999999993	3.58541	0.9283116997474999
../data/fairface/fairface-img-margin125-trainval/train/1498.jpg	0.5716425	2.3277224999999993	4.09779	0.6962846433275
../data/fairface/fairface-img-margin125-trainval/train/1566.jpg	1.70035	3.5901379999999996	5.1618	1.8031284979999997
../data/fairface/fairface-img-margin125-trainval/train/1588.jpg	-0.00802294	2.645437499999995	4.24021	0.384127847545
../data/fairface/fairface-img-margin125-trainval/train/1591.jpg	1.08183	2.6635754999999994	3.47311	1.1164250957
